@relation gesture

@attribute ERSRX real
@attribute ERSRY real
@attribute ERSRZ real
@attribute WRERX real
@attribute WRERY real
@attribute WRERZ real
@attribute HRWRX real
@attribute HRWRY real
@attribute HRWRZ real
@attribute ELSLX real
@attribute ELSLY real
@attribute ELSLZ real
@attribute WLELX real
@attribute WLELY real
@attribute WLELZ real
@attribute HLWLX real
@attribute HLWLY real
@attribute HLWLZ real
@attribute HLWRX real
@attribute HLWRY real
@attribute HLWRZ real
@attribute SCSRER real
@attribute SRERWR real
@attribute ERWRHR real
@attribute SCSLEL real
@attribute SLELWL real
@attribute ELWLHL real
@attribute DisHRHL real
@attribute name {bentuk,hai,alquran,hormat,wadah,hamba,ketua,gang}

@data
0.53034,0.46032,0.48139,0.44995,0.51835,0.46425,0.48741,0.50265,0.49523,0.47356,0.44019,0.49134,0.49400,0.45159,0.46952,0.50324,0.48308,0.49252,0.42585,0.39541,0.51878,0.94177,0.36502,0.91338,0.86976,0.84349,0.92004,0.15148,hamba
0.53261,0.46033,0.48254,0.44666,0.51401,0.47186,0.48026,0.49925,0.49059,0.47244,0.43939,0.49251,0.49041,0.45443,0.47200,0.50159,0.48175,0.49084,0.42726,0.40349,0.51506,0.94121,0.34386,0.87861,0.86824,0.85296,0.92987,0.14550,hamba
0.53217,0.45598,0.49134,0.43628,0.51296,0.46804,0.47278,0.50023,0.48997,0.47516,0.44035,0.48803,0.49339,0.45270,0.47016,0.49908,0.48203,0.48904,0.44654,0.40831,0.50209,0.91304,0.31973,0.93179,0.85847,0.86311,0.97948,0.12466,hamba
0.53465,0.45508,0.49283,0.43935,0.50978,0.45963,0.47718,0.49959,0.49881,0.47375,0.43951,0.49190,0.49139,0.45264,0.47071,0.50120,0.48254,0.49196,0.43878,0.41014,0.51059,0.90783,0.33811,0.83360,0.86777,0.85302,0.93776,0.12825,hamba
0.53408,0.45928,0.48862,0.45128,0.51797,0.46806,0.48390,0.50731,0.49679,0.47449,0.44104,0.48891,0.49294,0.45022,0.46769,0.50265,0.48427,0.49309,0.42195,0.39263,0.50120,0.93617,0.30947,0.89430,0.86739,0.85483,0.92016,0.15544,hamba
0.53535,0.45444,0.49368,0.44837,0.52114,0.46443,0.47946,0.50142,0.49444,0.47338,0.44233,0.48344,0.49170,0.45259,0.46637,0.50251,0.48267,0.49234,0.42912,0.40348,0.49043,0.91191,0.29339,0.84533,0.88608,0.86907,0.91076,0.14193,hamba
0.53770,0.45614,0.48829,0.44403,0.51109,0.46339,0.48317,0.50246,0.49173,0.46888,0.44275,0.48832,0.48798,0.45432,0.46966,0.50093,0.48232,0.49016,0.41959,0.41113,0.51105,0.91850,0.33874,0.92558,0.89439,0.86064,0.92823,0.14360,hamba
0.53098,0.46004,0.48361,0.44291,0.52212,0.46492,0.47077,0.49830,0.47939,0.47326,0.44065,0.48962,0.48959,0.45282,0.46986,0.50218,0.48303,0.49175,0.43929,0.39849,0.52911,0.93753,0.33134,0.87926,0.86361,0.86314,0.91666,0.14232,hamba
0.53415,0.45916,0.48795,0.44603,0.52090,0.45600,0.48659,0.50254,0.49912,0.47426,0.43967,0.48478,0.49064,0.45058,0.46997,0.50131,0.48411,0.49212,0.42437,0.39478,0.50881,0.94053,0.33308,0.82012,0.87586,0.88626,0.93923,0.15198,hamba
0.53506,0.45985,0.49008,0.44344,0.51273,0.45537,0.45995,0.50476,0.47334,0.47350,0.43982,0.48426,0.49442,0.45089,0.46901,0.50305,0.48370,0.49295,0.45855,0.40097,0.53262,0.92837,0.34434,0.96409,0.87845,0.86813,0.92263,0.13112,hamba
0.53184,0.45638,0.49075,0.44101,0.52765,0.46469,0.47402,0.49780,0.48906,0.46758,0.43695,0.48878,0.49326,0.45208,0.46651,0.49887,0.48327,0.49038,0.43981,0.39328,0.50290,0.91282,0.26245,0.83802,0.87897,0.82692,0.96308,0.14189,hamba
0.53538,0.45597,0.49113,0.44084,0.51438,0.46396,0.47057,0.50468,0.49392,0.47274,0.43993,0.48730,0.49180,0.44975,0.46704,0.50079,0.48227,0.49030,0.44179,0.39858,0.50050,0.91011,0.30168,0.87159,0.87411,0.85512,0.93868,0.13625,hamba
0.53214,0.45603,0.49312,0.44014,0.52821,0.46637,0.47462,0.49863,0.48693,0.46964,0.44092,0.49153,0.49206,0.45387,0.46992,0.50067,0.48438,0.48974,0.43888,0.40232,0.51037,0.91043,0.26335,0.84852,0.87275,0.83695,0.94894,0.13603,hamba
0.53607,0.45905,0.48993,0.43535,0.51101,0.46707,0.47771,0.49331,0.48769,0.47277,0.43811,0.48906,0.49425,0.45190,0.46908,0.49880,0.48292,0.49136,0.44052,0.41255,0.51157,0.93746,0.31308,0.86725,0.86518,0.84832,0.97280,0.12481,hamba
0.53068,0.45786,0.48958,0.43530,0.50973,0.47207,0.47816,0.49851,0.49801,0.47795,0.43724,0.48879,0.49723,0.45086,0.47405,0.49848,0.48570,0.48928,0.44703,0.41115,0.49403,0.91459,0.33193,0.88463,0.83461,0.87158,0.94256,0.12187,hamba
0.53555,0.45765,0.48785,0.44149,0.51029,0.46486,0.48133,0.50425,0.49039,0.47335,0.44056,0.48710,0.49483,0.45032,0.46915,0.49691,0.48547,0.49136,0.42796,0.40570,0.50664,0.93805,0.34121,0.98546,0.87646,0.85704,0.95688,0.13980,hamba
0.53073,0.46094,0.48760,0.44603,0.51354,0.46149,0.46386,0.50291,0.47957,0.48064,0.43816,0.48912,0.50349,0.45311,0.47296,0.50166,0.48447,0.49195,0.46366,0.40127,0.53237,0.93426,0.35451,0.93616,0.82561,0.84508,0.97586,0.12984,hamba
0.52905,0.45698,0.48505,0.43688,0.51737,0.47049,0.47591,0.50113,0.49340,0.47432,0.43633,0.49065,0.50006,0.45352,0.47445,0.49946,0.48523,0.49014,0.45480,0.40472,0.51038,0.92532,0.33327,0.91424,0.85217,0.84083,0.96230,0.12423,hamba
0.55029,0.52700,0.50781,0.45925,0.53371,0.48334,0.49689,0.49993,0.49808,0.46328,0.44023,0.49536,0.49804,0.44648,0.46549,0.50262,0.48219,0.49228,0.39294,0.29788,0.44985,0.65836,0.35876,0.63785,0.88318,0.78435,0.94296,0.27275,hormat
0.55064,0.51569,0.49091,0.45845,0.53766,0.49865,0.48980,0.50801,0.50075,0.46342,0.44039,0.49651,0.49543,0.44717,0.46437,0.50242,0.48245,0.49234,0.39885,0.30065,0.45381,0.71836,0.30318,0.89111,0.87258,0.78533,0.93189,0.26606,hormat
0.54186,0.50094,0.47137,0.46503,0.54614,0.51960,0.48919,0.51620,0.50845,0.46893,0.44657,0.49531,0.49372,0.44591,0.46813,0.50284,0.48163,0.49293,0.40416,0.30931,0.45614,0.78687,0.26745,0.98389,0.88429,0.81579,0.92396,0.25398,hormat
0.54167,0.50603,0.47156,0.46477,0.54623,0.51973,0.49227,0.51628,0.50463,0.46806,0.44760,0.48903,0.49466,0.44680,0.46620,0.50326,0.47923,0.49146,0.39832,0.30363,0.44468,0.75048,0.29930,0.93933,0.90788,0.82539,0.92316,0.26559,hormat
0.54711,0.49989,0.47922,0.46242,0.55007,0.51464,0.49119,0.51526,0.49984,0.46556,0.44648,0.49054,0.49350,0.44608,0.46361,0.50373,0.48297,0.49174,0.39897,0.30944,0.44690,0.79330,0.27050,0.90523,0.89249,0.81228,0.91596,0.25885,hormat
0.54919,0.50044,0.47950,0.46485,0.54176,0.50909,0.49104,0.51523,0.50399,0.47372,0.44078,0.48301,0.49463,0.44755,0.46785,0.50216,0.47947,0.49244,0.39703,0.31002,0.44760,0.79841,0.26619,0.94610,0.90072,0.87358,0.92880,0.25919,hormat
0.54883,0.50661,0.47840,0.46734,0.54147,0.50912,0.48995,0.51466,0.50518,0.46889,0.44327,0.48475,0.49545,0.44620,0.46311,0.50254,0.48348,0.49416,0.39210,0.30788,0.44807,0.76258,0.31196,0.97705,0.92208,0.83681,0.91289,0.26385,hormat
0.55136,0.50273,0.48057,0.46283,0.54716,0.51403,0.48845,0.51655,0.50683,0.46864,0.44034,0.48458,0.49277,0.44857,0.46462,0.50271,0.48357,0.49255,0.39696,0.30623,0.44241,0.76842,0.27914,0.98028,0.91012,0.84970,0.91910,0.26437,hormat
0.54658,0.50036,0.47585,0.47135,0.54051,0.51150,0.49196,0.51297,0.50676,0.46742,0.44434,0.49136,0.49427,0.44617,0.46485,0.50287,0.48416,0.49213,0.39005,0.31999,0.45446,0.78937,0.28259,0.94386,0.89910,0.81706,0.93261,0.25159,hormat
0.54441,0.50010,0.47349,0.46757,0.54509,0.51221,0.49120,0.51301,0.50457,0.47389,0.44341,0.48345,0.49549,0.44595,0.46533,0.50253,0.48326,0.49356,0.39748,0.31421,0.45400,0.79589,0.28510,0.96637,0.89596,0.86324,0.92635,0.25310,hormat
0.54927,0.50388,0.47455,0.45961,0.54712,0.51407,0.48862,0.51443,0.50558,0.46611,0.44148,0.48533,0.49804,0.44485,0.46366,0.50227,0.48599,0.49542,0.40129,0.30487,0.44268,0.77261,0.27992,0.97486,0.91395,0.82075,0.92088,0.26345,hormat
0.54623,0.50353,0.47575,0.46496,0.54680,0.51803,0.49229,0.51248,0.50281,0.46621,0.44538,0.49002,0.49505,0.44519,0.46427,0.50292,0.48400,0.49340,0.39610,0.31086,0.44624,0.76825,0.28544,0.93374,0.89614,0.81420,0.92420,0.25918,hormat
0.54251,0.50420,0.47101,0.46701,0.54549,0.51882,0.48985,0.51599,0.50820,0.46899,0.44566,0.48892,0.49547,0.44566,0.46612,0.50324,0.48460,0.49400,0.40432,0.30915,0.44833,0.76265,0.29371,0.98322,0.89839,0.82881,0.92065,0.25598,hormat
0.55099,0.50698,0.48170,0.46691,0.54089,0.50648,0.48808,0.51290,0.50375,0.46336,0.44314,0.49104,0.49801,0.44751,0.46427,0.50370,0.48407,0.49240,0.39453,0.31024,0.44707,0.75681,0.31125,0.95157,0.89334,0.79038,0.93091,0.26044,hormat
0.55003,0.50610,0.47771,0.45773,0.54585,0.51225,0.48963,0.51178,0.50282,0.46583,0.44298,0.48339,0.49715,0.44516,0.46224,0.50225,0.48515,0.49480,0.39933,0.30772,0.43830,0.76562,0.28334,0.96773,0.91945,0.82466,0.91871,0.26294,hormat
0.55367,0.50930,0.48454,0.45598,0.54239,0.50573,0.48673,0.51413,0.50295,0.46966,0.44087,0.48738,0.49708,0.44535,0.46425,0.50261,0.48361,0.49303,0.40308,0.30054,0.44422,0.75330,0.28722,0.96802,0.90322,0.82991,0.93661,0.26643,hormat
0.54528,0.50519,0.47253,0.46206,0.54745,0.52358,0.48819,0.51665,0.50985,0.46439,0.44584,0.49089,0.49476,0.44484,0.46398,0.50322,0.48332,0.49285,0.40282,0.30315,0.43661,0.76255,0.27803,0.98429,0.88406,0.80591,0.92166,0.26623,hormat
0.54992,0.50646,0.47907,0.46367,0.54536,0.51120,0.48873,0.51595,0.50588,0.46464,0.44278,0.49326,0.49606,0.44674,0.46514,0.50344,0.48277,0.49212,0.39767,0.30221,0.44562,0.75566,0.30457,0.97930,0.87385,0.79766,0.92728,0.26705,hormat
0.54972,0.51404,0.48248,0.46252,0.53710,0.49977,0.48678,0.50908,0.50175,0.48246,0.43741,0.48694,0.49450,0.44702,0.46942,0.50333,0.48102,0.49238,0.39537,0.29870,0.46238,0.74220,0.33614,0.91746,0.81453,0.88898,0.92599,0.26782,hormat
0.55027,0.50422,0.48039,0.46130,0.54194,0.50197,0.48503,0.51447,0.50430,0.46648,0.44332,0.48796,0.49653,0.44847,0.46178,0.50407,0.48292,0.49164,0.40210,0.30944,0.44531,0.78963,0.29285,0.91936,0.90926,0.80778,0.91667,0.25807,hormat
0.51791,0.45424,0.49211,0.49980,0.49857,0.43263,0.49994,0.49934,0.48010,0.47748,0.44153,0.48253,0.50120,0.45561,0.46826,0.50461,0.48343,0.49044,0.38633,0.42885,0.52672,0.82090,0.55774,0.91736,0.85105,0.84735,0.94280,0.15986,wadah
0.51337,0.44075,0.46922,0.49883,0.51496,0.43983,0.50087,0.50137,0.49882,0.47465,0.43938,0.48259,0.50035,0.45244,0.46609,0.50444,0.48460,0.49192,0.38827,0.42111,0.52582,0.77202,0.57411,0.42031,0.85632,0.84255,0.93166,0.16258,wadah
0.52026,0.44390,0.47950,0.51363,0.50215,0.52818,0.50601,0.50047,0.51636,0.47609,0.43989,0.48349,0.49905,0.45160,0.46732,0.50390,0.48316,0.49127,0.36100,0.42960,0.41062,0.80622,0.49013,0.86515,0.85356,0.85412,0.93897,0.22545,wadah
0.52277,0.45427,0.49957,0.49403,0.49837,0.43132,0.50106,0.50129,0.48518,0.47818,0.43928,0.48370,0.49781,0.44952,0.46837,0.50339,0.48335,0.49314,0.38328,0.41912,0.52231,0.83686,0.49613,0.76805,0.84381,0.87154,0.93099,0.16805,wadah
0.52300,0.45857,0.50691,0.49784,0.49548,0.43037,0.50070,0.49908,0.47851,0.47822,0.43931,0.48425,0.49843,0.45393,0.46818,0.50302,0.48236,0.49019,0.38000,0.42300,0.52042,0.83832,0.47863,0.98421,0.84618,0.85809,0.95129,0.16818,wadah
0.52566,0.45881,0.50723,0.49609,0.49229,0.42991,0.50074,0.50108,0.47930,0.47608,0.43914,0.48356,0.49902,0.45904,0.46856,0.50340,0.48571,0.49144,0.38391,0.43159,0.52183,0.84131,0.48317,0.94276,0.86738,0.84188,0.94057,0.15943,wadah
0.52857,0.45983,0.50824,0.49242,0.48966,0.42867,0.49960,0.50022,0.48052,0.47647,0.43856,0.48357,0.49747,0.45272,0.46826,0.50354,0.48233,0.49142,0.38484,0.42428,0.52200,0.84775,0.47668,0.96149,0.86559,0.86213,0.93310,0.16302,wadah
0.52715,0.45707,0.50407,0.49078,0.49211,0.42971,0.50025,0.50006,0.48436,0.47639,0.43932,0.48484,0.49674,0.45189,0.46712,0.50408,0.48251,0.49151,0.38267,0.42451,0.52169,0.84670,0.48886,0.88738,0.85322,0.85763,0.92229,0.16492,wadah
0.52180,0.44576,0.47805,0.49198,0.51480,0.43488,0.50166,0.49931,0.50035,0.47474,0.44097,0.48242,0.49676,0.45522,0.46555,0.50417,0.48278,0.49028,0.38390,0.41912,0.51857,0.81220,0.52705,0.33603,0.86496,0.85008,0.92207,0.16697,wadah
0.51805,0.43999,0.46978,0.49241,0.51848,0.43962,0.50123,0.50149,0.50088,0.47288,0.43980,0.48328,0.49708,0.44829,0.46601,0.50418,0.48443,0.49352,0.38622,0.41496,0.52139,0.79300,0.54915,0.61486,0.86738,0.85462,0.91345,0.16783,wadah
0.51935,0.44103,0.46789,0.49401,0.51912,0.44073,0.50129,0.50138,0.50107,0.47442,0.44139,0.48323,0.49776,0.45188,0.46606,0.50438,0.48296,0.49112,0.38523,0.41607,0.52288,0.79876,0.55678,0.33544,0.86531,0.85030,0.92524,0.16820,wadah
0.51948,0.44964,0.49450,0.50075,0.50219,0.43135,0.50235,0.50115,0.48861,0.47270,0.44176,0.48238,0.49905,0.45423,0.46515,0.50451,0.48277,0.49064,0.37945,0.42725,0.51508,0.81857,0.51541,0.76494,0.87950,0.83575,0.92642,0.16551,wadah
0.51917,0.45536,0.50471,0.49547,0.49407,0.42959,0.50121,0.50026,0.47898,0.47428,0.43963,0.48211,0.50124,0.45499,0.46539,0.50249,0.48613,0.49114,0.38584,0.43447,0.51384,0.82829,0.49797,0.96360,0.86369,0.83220,0.96653,0.15474,wadah
0.52264,0.46480,0.52067,0.50366,0.49066,0.46230,0.50237,0.50056,0.48519,0.47488,0.44124,0.48208,0.49965,0.45081,0.46476,0.50403,0.48407,0.49177,0.37103,0.42292,0.46102,0.75334,0.51270,0.91066,0.86297,0.84687,0.93307,0.19917,wadah
0.52857,0.45444,0.49882,0.48831,0.49790,0.44044,0.49762,0.49973,0.48079,0.47196,0.44010,0.48618,0.49790,0.45088,0.46590,0.50341,0.48436,0.49178,0.38769,0.42431,0.52270,0.84785,0.48533,0.86440,0.88754,0.83369,0.93335,0.16055,wadah
0.52051,0.43842,0.47380,0.49166,0.51528,0.44249,0.50240,0.50215,0.50015,0.47394,0.44148,0.48646,0.49922,0.45403,0.46446,0.50369,0.48619,0.49016,0.38811,0.42644,0.51891,0.82156,0.53678,0.55292,0.87495,0.82230,0.94676,0.15807,wadah
0.52711,0.45376,0.50896,0.49072,0.48969,0.42540,0.50251,0.50287,0.48890,0.47400,0.43716,0.48428,0.49869,0.45153,0.46787,0.50284,0.48405,0.49213,0.38383,0.42851,0.52062,0.83499,0.47628,0.87859,0.85812,0.84917,0.94783,0.16114,wadah
0.52081,0.45167,0.50148,0.49422,0.50197,0.42770,0.50052,0.50310,0.48596,0.47579,0.43976,0.48203,0.50109,0.45512,0.46873,0.50449,0.48297,0.49082,0.39204,0.42411,0.52215,0.81728,0.47668,0.88833,0.86013,0.84658,0.94176,0.15651,wadah
0.51614,0.44558,0.48321,0.49934,0.50471,0.43309,0.50089,0.50164,0.49826,0.47210,0.43862,0.48892,0.49751,0.45277,0.46722,0.50312,0.48234,0.49090,0.38571,0.42337,0.53022,0.82570,0.56513,0.70543,0.87361,0.82698,0.93929,0.16443,wadah
0.52435,0.45740,0.49946,0.49078,0.49436,0.43097,0.49594,0.49922,0.47809,0.47345,0.44181,0.48343,0.49995,0.45499,0.46469,0.50314,0.48412,0.49030,0.38950,0.43434,0.52346,0.87165,0.51640,0.97392,0.86921,0.82778,0.94956,0.15268,wadah
0.52613,0.45798,0.49390,0.49220,0.54790,0.48568,0.49557,0.51128,0.49853,0.47417,0.43924,0.49286,0.49990,0.45080,0.47613,0.50036,0.47954,0.49214,0.38017,0.35252,0.49081,0.86705,0.18040,0.86621,0.84436,0.83643,0.97197,0.21970,ketua
0.52887,0.45672,0.49415,0.49382,0.54964,0.48216,0.49397,0.50929,0.50120,0.47516,0.43809,0.48545,0.50086,0.44717,0.46932,0.50085,0.48264,0.49449,0.37870,0.35093,0.47288,0.88103,0.20550,0.75952,0.85704,0.84650,0.92955,0.22423,ketua
0.52529,0.45602,0.49683,0.49426,0.55099,0.48222,0.49243,0.51152,0.50135,0.47414,0.44020,0.48508,0.50523,0.44516,0.47068,0.50067,0.48514,0.49503,0.38660,0.35664,0.47461,0.84814,0.18057,0.76116,0.84421,0.83358,0.94689,0.21568,ketua
0.52649,0.45868,0.49406,0.49810,0.54840,0.48274,0.49332,0.50624,0.50370,0.47795,0.43933,0.48611,0.50491,0.44586,0.47250,0.50117,0.48529,0.49554,0.38193,0.36134,0.47755,0.87553,0.22053,0.63183,0.82432,0.84995,0.95224,0.21423,ketua
0.52383,0.45606,0.49871,0.49596,0.54950,0.47902,0.49916,0.51695,0.49553,0.47329,0.44084,0.48179,0.50517,0.44758,0.47168,0.50118,0.48576,0.49392,0.37853,0.35837,0.47803,0.83589,0.18795,0.96582,0.84500,0.83642,0.96653,0.21956,ketua
0.52455,0.45474,0.49846,0.49401,0.55339,0.48133,0.49331,0.51178,0.50146,0.47147,0.44022,0.48592,0.49668,0.44836,0.46754,0.50225,0.48642,0.49526,0.37969,0.36008,0.47625,0.82998,0.16800,0.76081,0.86110,0.84655,0.92699,0.21732,ketua
0.52420,0.45592,0.49907,0.49615,0.55158,0.47896,0.49857,0.51605,0.49666,0.47662,0.44226,0.48243,0.49966,0.44786,0.47020,0.50247,0.48424,0.49504,0.37536,0.35599,0.47811,0.83603,0.18557,0.89540,0.82936,0.86886,0.93542,0.22386,ketua
0.52602,0.45589,0.49205,0.49550,0.55597,0.49175,0.48916,0.51522,0.49989,0.47274,0.43859,0.49032,0.49810,0.45071,0.47047,0.50038,0.48244,0.48930,0.37393,0.34142,0.46279,0.85283,0.17394,0.81162,0.86309,0.83048,0.95984,0.23810,ketua
0.52716,0.45679,0.49640,0.49464,0.55456,0.48567,0.49219,0.51266,0.50065,0.47816,0.43722,0.49078,0.49689,0.45247,0.47463,0.50017,0.48305,0.48769,0.37538,0.34991,0.47757,0.85160,0.17716,0.79258,0.82759,0.86594,0.95400,0.22930,ketua
0.52560,0.45391,0.49903,0.49017,0.55577,0.48366,0.49754,0.51941,0.49665,0.47520,0.43634,0.49179,0.49867,0.45327,0.47395,0.50087,0.48406,0.48780,0.37950,0.34747,0.48250,0.82570,0.14112,0.98012,0.83762,0.84367,0.95155,0.22772,ketua
0.53092,0.45540,0.50673,0.49493,0.54898,0.47287,0.49909,0.51713,0.49310,0.47292,0.43952,0.48892,0.49726,0.45047,0.46780,0.50365,0.48306,0.49361,0.37097,0.35286,0.48422,0.81772,0.19218,0.97973,0.86736,0.83611,0.91573,0.22907,ketua
0.52733,0.45620,0.50428,0.49625,0.55397,0.47652,0.49959,0.51882,0.49426,0.47290,0.44045,0.49176,0.50019,0.44800,0.46942,0.50319,0.48428,0.49505,0.37162,0.34801,0.48563,0.83517,0.18032,0.98110,0.85464,0.82291,0.92834,0.23281,ketua
0.52924,0.45772,0.50005,0.49251,0.54945,0.47975,0.49702,0.51337,0.50338,0.47738,0.43950,0.48291,0.50161,0.45106,0.47078,0.50120,0.48397,0.49383,0.38077,0.35804,0.47490,0.84560,0.18470,0.80385,0.83765,0.85994,0.95352,0.21853,ketua
0.52917,0.45689,0.50478,0.48960,0.54948,0.47764,0.49046,0.51299,0.49816,0.47325,0.43936,0.48856,0.49930,0.44762,0.46853,0.50151,0.48549,0.49584,0.38440,0.35880,0.48382,0.81971,0.15567,0.82405,0.84554,0.83731,0.92888,0.21384,ketua
0.52682,0.45764,0.49622,0.49164,0.54951,0.48319,0.49874,0.50394,0.50150,0.47709,0.43880,0.48654,0.50074,0.44963,0.47217,0.50359,0.48564,0.49340,0.37965,0.36946,0.47935,0.86205,0.17810,0.74251,0.81199,0.85789,0.94759,0.20877,ketua
0.52753,0.45305,0.50720,0.49480,0.54255,0.46541,0.49911,0.51499,0.49057,0.47549,0.44061,0.48491,0.50055,0.44825,0.46832,0.50253,0.48517,0.49361,0.37790,0.37061,0.49461,0.80099,0.21530,0.98290,0.83614,0.84932,0.95531,0.20773,ketua
0.52620,0.45647,0.50208,0.49340,0.55002,0.47709,0.49863,0.51751,0.49443,0.47768,0.44081,0.48215,0.50002,0.45023,0.47131,0.50171,0.48348,0.49150,0.37710,0.35610,0.47701,0.83764,0.17635,0.98022,0.82521,0.87158,0.97783,0.22259,ketua
0.52797,0.45715,0.50145,0.49324,0.54795,0.47507,0.49841,0.51460,0.49646,0.47549,0.44153,0.48187,0.49954,0.44852,0.46775,0.50240,0.48554,0.49478,0.37503,0.36130,0.47535,0.85271,0.19658,0.92452,0.84301,0.86085,0.93639,0.21984,ketua
0.52556,0.45431,0.50166,0.49534,0.55306,0.47678,0.49995,0.51082,0.49750,0.47524,0.44252,0.48172,0.50157,0.44796,0.47145,0.50194,0.48451,0.49253,0.37100,0.36424,0.47132,0.83947,0.17811,0.77133,0.83594,0.85907,0.98356,0.22168,ketua
0.52454,0.45841,0.49515,0.49398,0.54846,0.48278,0.49403,0.51570,0.49900,0.48008,0.44107,0.48537,0.50173,0.45030,0.47186,0.50247,0.48133,0.49167,0.38626,0.35456,0.47965,0.86116,0.19112,0.87265,0.80262,0.86463,0.97086,0.21685,ketua
