@relation gesture

@attribute ERSRX real
@attribute ERSRY real
@attribute ERSRZ real
@attribute WRERX real
@attribute WRERY real
@attribute WRERZ real
@attribute HRWRX real
@attribute HRWRY real
@attribute HRWRZ real
@attribute ELSLX real
@attribute ELSLY real
@attribute ELSLZ real
@attribute WLELX real
@attribute WLELY real
@attribute WLELZ real
@attribute HLWLX real
@attribute HLWLY real
@attribute HLWLZ real
@attribute HLWRX real
@attribute HLWRY real
@attribute HLWRZ real
@attribute SCSRER real
@attribute SRERWR real
@attribute ERWRHR real
@attribute SCSLEL real
@attribute SLELWL real
@attribute ELWLHL real
@attribute DisHRHL real
@attribute name {bentuk,hai,alquran,hormat,wadah,hamba,ketua,gang}

@data
0.21080,-0.05700,-0.00240,-0.00508,0.21916,-0.04048,-0.01172,0.10168,0.01864,-0.08488,-0.25232,-0.05012,-0.03232,-0.20132,-0.12468,0.00864,-0.07188,-0.03416,-0.63072,-0.79208,-0.18244,2.75273,1.24693,2.77066,2.58402,2.75841,2.92737,1.03719,hai
0.21492,-0.08064,-0.02132,0.03496,0.22668,-0.03752,0.00164,0.09308,0.01608,-0.09644,-0.24456,-0.04272,-0.02432,-0.20396,-0.13812,0.01120,-0.06564,-0.03052,-0.66052,-0.75736,-0.15164,2.76733,1.34812,2.67547,2.69850,2.66420,2.90616,1.02472,hai
0.22252,-0.07884,-0.01620,0.01536,0.22712,-0.02176,-0.00132,0.09836,0.02124,-0.09712,-0.24324,-0.05068,-0.02724,-0.20212,-0.13516,0.00948,-0.06312,-0.02952,-0.64332,-0.75504,-0.17220,2.67444,1.26619,2.81810,2.71512,2.70089,2.91621,1.01515,hai
0.21452,-0.07436,-0.01676,0.00124,0.27620,-0.03060,0.00600,0.07824,0.01088,-0.07684,-0.24132,-0.06340,-0.02236,-0.20444,-0.13772,0.01064,-0.06344,-0.03116,-0.62580,-0.79372,-0.18440,2.78339,1.21680,2.81119,2.61918,2.76378,2.92925,1.03681,hai
0.22120,-0.06048,-0.02512,0.01228,0.22236,-0.04008,-0.00628,0.10108,0.01932,-0.08044,-0.25304,-0.03556,-0.03256,-0.19336,-0.11008,0.00856,-0.07568,-0.03968,-0.65700,-0.79348,-0.12104,2.74902,1.34762,2.75291,2.59392,2.75106,2.93965,1.04543,hai
0.24340,-0.01724,0.01616,-0.01468,0.27228,-0.00580,-0.00780,0.09472,0.02840,-0.06488,-0.24608,-0.06012,-0.01820,-0.20080,-0.13264,0.00932,-0.07664,-0.03644,-0.61616,-0.89512,-0.26152,2.53922,1.40539,2.84053,2.58214,2.77327,2.95643,1.12611,hai
0.22716,-0.05196,-0.02128,-0.01140,0.27052,-0.01472,-0.00336,0.08568,0.02936,-0.08604,-0.24964,-0.04584,-0.03780,-0.19636,-0.12184,0.00744,-0.06920,-0.03872,-0.64464,-0.82892,-0.18016,2.67582,1.27008,2.77082,2.64450,2.75537,2.93318,1.07463,hai
0.22012,-0.06824,-0.03152,0.01196,0.23320,-0.07428,-0.00532,0.09088,0.00548,-0.06760,-0.24800,-0.04768,-0.01648,-0.19700,-0.12464,0.01240,-0.07224,-0.02884,-0.62048,-0.78212,-0.08076,2.80714,1.34426,2.76812,2.55854,2.73777,2.90494,1.00999,hai
0.24448,-0.02592,-0.01596,-0.01688,0.24428,-0.00800,-0.00264,0.10868,0.03944,-0.06932,-0.25008,-0.05364,-0.02500,-0.18944,-0.12796,0.01048,-0.08160,-0.03888,-0.62360,-0.86904,-0.20592,2.54180,1.35645,2.75810,2.60064,2.74629,2.91659,1.09774,hai
0.22544,-0.05108,-0.02800,-0.00208,0.26296,-0.04452,0.00096,0.07356,0.02212,-0.06824,-0.24732,-0.05200,-0.02388,-0.20092,-0.12044,0.00972,-0.07636,-0.03896,-0.63732,-0.83096,-0.14364,2.77324,1.33276,2.57444,2.59741,2.78710,2.96384,1.06552,hai
0.19836,-0.06720,-0.06048,-0.01012,0.27248,-0.03368,0.00036,0.05452,0.00800,-0.07944,-0.24720,-0.05528,-0.02308,-0.20412,-0.12576,0.01256,-0.07088,-0.03068,-0.60956,-0.78124,-0.11060,2.83042,1.23185,2.68905,2.59241,2.76705,2.90588,1.00622,hai
0.25428,-0.01472,0.01412,-0.01072,0.24112,-0.03584,-0.01096,0.09460,0.02256,-0.08316,-0.24392,-0.03552,-0.04520,-0.19352,-0.12160,0.00392,-0.07364,-0.04024,-0.66968,-0.85564,-0.17412,2.45641,1.42044,2.76702,2.66831,2.73083,2.93748,1.10886,hai
0.12580,-0.15944,-0.06840,-0.23600,0.04504,-0.15840,-0.07868,0.01500,-0.04776,-0.13320,-0.24564,-0.02928,-0.02940,-0.19976,-0.12548,0.00668,-0.06632,-0.03636,-0.25896,-0.40764,0.10608,2.99350,1.13503,3.09632,2.77503,2.58358,2.92115,0.49450,hamba
0.13700,-0.15848,-0.05108,-0.24548,0.02760,-0.11504,-0.05216,0.00240,-0.02032,-0.10764,-0.24408,-0.03712,-0.02804,-0.18932,-0.12456,0.01232,-0.06784,-0.03232,-0.26544,-0.36132,0.01128,2.99164,1.05231,3.01486,2.73504,2.65235,2.88445,0.45563,hamba
0.13660,-0.16336,-0.04820,-0.21588,0.08360,-0.17600,-0.05364,0.01016,-0.00352,-0.10296,-0.24132,-0.06088,-0.03744,-0.19768,-0.12012,0.00524,-0.06356,-0.03152,-0.30252,-0.42088,0.03524,2.95476,1.04640,2.57648,2.75160,2.78427,2.95068,0.52647,hamba
0.14024,-0.16060,-0.03968,-0.22624,0.05092,-0.17852,-0.16020,0.01904,-0.10664,-0.10600,-0.24072,-0.06296,-0.02232,-0.19644,-0.12396,0.01220,-0.06520,-0.02820,-0.16580,-0.39612,0.13048,2.91656,1.08178,3.02878,2.75973,2.72731,2.89853,0.45421,hamba
0.12736,-0.17448,-0.03700,-0.23596,0.11060,-0.14124,-0.10392,-0.00880,-0.04376,-0.12968,-0.25220,-0.04488,-0.02696,-0.19168,-0.13396,-0.00452,-0.06692,-0.03848,-0.24076,-0.42688,0.01160,2.86771,0.82451,2.63272,2.76137,2.59785,3.02561,0.49152,hamba
0.14152,-0.17612,-0.03548,-0.23664,0.05752,-0.14416,-0.11772,0.01872,-0.02432,-0.10904,-0.24028,-0.05080,-0.03280,-0.20100,-0.13184,0.00316,-0.07092,-0.03880,-0.23284,-0.40568,0.00200,2.85919,0.94776,2.73818,2.74610,2.68644,2.94895,0.47198,hamba
0.12856,-0.17588,-0.02752,-0.23944,0.11284,-0.13452,-0.10152,-0.00548,-0.05228,-0.12144,-0.23632,-0.03388,-0.03176,-0.18452,-0.12032,0.00268,-0.06248,-0.04104,-0.24448,-0.39072,0.04148,2.86020,0.82734,2.66570,2.74182,2.62936,2.98118,0.47122,hamba
0.14428,-0.16380,-0.04028,-0.25860,0.04404,-0.13172,-0.08916,-0.02676,-0.04924,-0.10892,-0.24756,-0.04376,-0.02300,-0.19240,-0.12368,-0.00480,-0.06832,-0.03456,-0.23792,-0.34980,0.04628,2.94512,0.98357,2.72455,2.71804,2.66508,3.05614,0.43235,hamba
0.12272,-0.16856,-0.04168,-0.25880,0.03892,-0.11172,-0.08736,-0.00596,-0.00796,-0.08820,-0.25104,-0.04484,-0.01108,-0.19656,-0.10380,-0.00608,-0.05720,-0.04288,-0.21188,-0.35540,-0.02388,2.87327,1.04279,2.77915,2.62200,2.73815,2.96114,0.42217,hamba
0.14220,-0.16940,-0.04860,-0.23404,0.04116,-0.14056,-0.07468,0.01700,-0.03844,-0.10660,-0.23776,-0.05160,-0.02068,-0.19872,-0.12340,-0.01236,-0.05812,-0.03456,-0.28816,-0.37720,0.02656,2.94697,1.07194,3.09591,2.75348,2.69247,3.00613,0.48428,hamba
0.12292,-0.15624,-0.04960,-0.21588,0.05416,-0.15404,-0.14456,0.01164,-0.08172,-0.07744,-0.24736,-0.04352,0.01396,-0.18756,-0.10816,0.00664,-0.06212,-0.03220,-0.14536,-0.39492,0.12948,2.93506,1.11373,2.94103,2.59373,2.65490,3.06575,0.44978,hamba
0.11620,-0.17208,-0.05980,-0.25248,0.06948,-0.11804,-0.09636,0.00452,-0.02640,-0.10272,-0.25468,-0.03740,0.00024,-0.18592,-0.10220,-0.00216,-0.05908,-0.03944,-0.18080,-0.38112,0.04152,2.90698,1.04700,2.87217,2.67717,2.64155,3.02315,0.43035,hamba
0.12136,-0.15872,-0.07444,-0.20020,0.07340,-0.14300,-0.05036,0.01060,-0.01908,-0.10576,-0.23924,-0.03464,-0.02400,-0.19364,-0.12192,0.01296,-0.06768,-0.02992,-0.29660,-0.41836,0.07512,2.95866,1.14674,2.86947,2.73243,2.64990,2.89039,0.52474,hamba
0.13044,-0.15868,-0.06984,-0.21336,0.05604,-0.11256,-0.07896,-0.00300,-0.03764,-0.11024,-0.24244,-0.02996,-0.03836,-0.18228,-0.11200,0.00636,-0.07300,-0.03664,-0.29096,-0.38604,0.06024,2.95690,1.08027,2.76023,2.72766,2.67965,2.92127,0.50403,hamba
0.12868,-0.17608,-0.03464,-0.25488,0.05184,-0.12784,-0.10888,0.00092,-0.04012,-0.09936,-0.23860,-0.04788,-0.02644,-0.18920,-0.11936,-0.00368,-0.07188,-0.04384,-0.21384,-0.36676,0.00836,2.86840,1.00446,2.92730,2.69696,2.71154,3.07713,0.43183,hamba
0.13860,-0.17968,-0.02868,-0.24260,0.03912,-0.16148,-0.09128,-0.00164,-0.00476,-0.10500,-0.24196,-0.03240,-0.03444,-0.18944,-0.11716,0.00480,-0.06984,-0.03216,-0.24488,-0.35944,0.04236,2.85203,1.06220,2.61883,2.72618,2.67984,2.94606,0.44427,hamba
0.13632,-0.16288,-0.04552,-0.19488,0.07188,-0.12776,-0.06440,0.02924,-0.01284,-0.10204,-0.23584,-0.04436,-0.02824,-0.19912,-0.12924,0.01060,-0.06292,-0.02764,-0.31220,-0.42948,0.00480,2.94106,0.97223,2.80953,2.72499,2.68553,2.89077,0.53846,hamba
0.14140,-0.18224,-0.02528,-0.20652,0.08456,-0.14228,-0.08216,0.00568,-0.02224,-0.10648,-0.23068,-0.06624,-0.03320,-0.18964,-0.13452,0.01004,-0.06932,-0.03064,-0.28352,-0.38608,-0.03828,2.86485,0.92171,2.65568,2.78370,2.73026,2.86124,0.49166,hamba
0.15080,-0.17544,-0.04684,-0.22388,0.04436,-0.14644,-0.06732,0.00984,-0.03308,-0.12448,-0.22900,-0.04672,-0.04808,-0.18272,-0.12136,0.00372,-0.07072,-0.03936,-0.32164,-0.35548,0.04420,2.88555,1.06418,2.90780,2.80981,2.70378,2.91612,0.49744,hamba
0.12392,-0.15984,-0.06556,-0.22836,0.08848,-0.14032,-0.11692,-0.00680,-0.08244,-0.10696,-0.23740,-0.04152,-0.04164,-0.18872,-0.12056,0.00872,-0.06788,-0.03300,-0.24284,-0.40604,0.11644,2.94534,1.04094,2.76228,2.71311,2.71163,2.87977,0.49301,hamba
0.20116,0.10800,0.03124,-0.16300,0.13484,-0.06664,-0.01244,-0.00028,-0.00768,-0.14688,-0.23908,-0.01856,-0.00784,-0.21408,-0.13804,0.01048,-0.07124,-0.03088,-0.42824,-0.80848,-0.20060,2.06830,1.12708,2.00386,2.77459,2.46411,2.96240,0.94483,hormat
0.20256,0.06276,-0.03636,-0.16620,0.15064,-0.00540,-0.04080,0.03204,0.00300,-0.14632,-0.23844,-0.01396,-0.01828,-0.21132,-0.14252,0.00968,-0.07020,-0.03064,-0.40460,-0.79740,-0.18476,2.25679,0.95247,2.79950,2.74129,2.46719,2.92762,0.92166,hormat
0.19708,0.01552,-0.10180,-0.16156,0.18848,0.05628,-0.04552,0.05772,0.02232,-0.13556,-0.23408,-0.05868,-0.00784,-0.22060,-0.14536,0.00908,-0.05604,-0.01832,-0.39484,-0.78052,-0.22928,2.42723,0.87939,3.06261,2.87126,2.57846,2.89303,0.91262,hormat
0.18492,0.01412,-0.09700,-0.14016,0.18720,0.07212,-0.03084,0.04992,0.01124,-0.13516,-0.21848,-0.03992,-0.01980,-0.21924,-0.14292,0.01168,-0.06400,-0.02640,-0.41560,-0.75656,-0.21504,2.41353,0.89674,2.93343,2.81531,2.55788,2.90346,0.89783,hormat
0.17004,0.01680,-0.11596,-0.13196,0.18196,0.07528,-0.04060,0.06396,0.03280,-0.12404,-0.21736,-0.04432,-0.01812,-0.21736,-0.13552,0.01296,-0.06160,-0.02400,-0.38272,-0.76340,-0.20668,2.39594,0.92272,3.08888,2.82238,2.60378,2.89231,0.88674,hormat
0.20396,0.02792,-0.07320,-0.13236,0.16356,0.02592,-0.04768,0.05160,0.01500,-0.14656,-0.22744,-0.03584,-0.00796,-0.20996,-0.14292,0.01480,-0.06372,-0.03040,-0.42188,-0.75904,-0.21172,2.37759,0.97782,2.98945,2.80651,2.48305,2.92454,0.90219,hormat
0.20012,0.02440,-0.08916,-0.16908,0.18340,0.04900,-0.04148,0.04712,0.01128,-0.13668,-0.22808,-0.06644,-0.01140,-0.21936,-0.15104,0.00900,-0.05940,-0.02080,-0.40268,-0.76912,-0.24680,2.40527,0.89014,3.04021,2.88854,2.59075,2.88621,0.91085,hormat
0.21468,0.03720,-0.06184,-0.17608,0.16956,0.02292,-0.05308,0.05652,0.01180,-0.12136,-0.23652,-0.05048,-0.01168,-0.21860,-0.14300,0.01044,-0.06556,-0.02788,-0.38768,-0.79784,-0.22312,2.36656,0.90233,3.04112,2.83755,2.60724,2.94245,0.92294,hormat
0.18112,0.02076,-0.10988,-0.15176,0.18980,0.09432,-0.04724,0.06660,0.03940,-0.14244,-0.21664,-0.03644,-0.02096,-0.22064,-0.14408,0.01288,-0.06672,-0.02860,-0.38872,-0.78740,-0.25356,2.39562,0.87346,3.09224,2.77736,2.53184,2.89548,0.92225,hormat
0.19968,0.02584,-0.08372,-0.14532,0.18144,0.04480,-0.04508,0.06380,0.02352,-0.14144,-0.22888,-0.02696,-0.01576,-0.21304,-0.13944,0.01376,-0.06892,-0.03152,-0.40932,-0.79116,-0.21752,2.37398,0.95683,3.07656,2.74528,2.50592,2.91314,0.92509,hormat
0.19888,0.05616,-0.07008,-0.14992,0.14840,-0.00092,-0.05288,0.03632,0.00700,-0.07016,-0.25036,-0.05224,-0.02200,-0.21192,-0.12232,0.01332,-0.07592,-0.03048,-0.41852,-0.80520,-0.15048,2.33169,1.05601,2.88229,2.55892,2.79281,2.90908,0.92776,hormat
0.20108,0.01688,-0.07844,-0.15480,0.16776,0.00788,-0.05988,0.05788,0.01720,-0.13408,-0.22672,-0.04816,-0.01388,-0.20612,-0.15288,0.01628,-0.06832,-0.03344,-0.39160,-0.76224,-0.21876,2.48070,0.92002,2.88825,2.85652,2.53772,2.87980,0.89398,hormat
0.16744,0.00376,-0.11452,-0.13988,0.18456,0.07840,-0.04324,0.06480,0.03380,-0.12428,-0.21372,-0.01876,-0.02512,-0.21636,-0.12748,0.01136,-0.07348,-0.02828,-0.38336,-0.76276,-0.17544,2.47203,0.84022,3.09098,2.77808,2.56288,2.90271,0.87981,hormat
0.16668,0.02412,-0.11376,-0.14092,0.18492,0.07892,-0.03092,0.06512,0.01852,-0.12776,-0.20960,-0.04388,-0.02136,-0.21280,-0.13520,0.01304,-0.08308,-0.03416,-0.40672,-0.78548,-0.22128,2.35770,0.94028,2.95099,2.85219,2.59304,2.90019,0.92003,hormat
0.18844,-0.00044,-0.08312,-0.15032,0.20028,0.05856,-0.03524,0.06104,-0.00064,-0.13776,-0.21408,-0.03784,-0.02600,-0.21568,-0.14556,0.01492,-0.06812,-0.03304,-0.40412,-0.76224,-0.21240,2.49223,0.84980,2.84386,2.80384,2.55185,2.87757,0.89668,hormat
0.19676,0.00176,-0.08200,-0.14060,0.16704,0.03636,-0.03584,0.06092,0.01596,-0.10512,-0.23688,-0.06796,-0.02148,-0.20980,-0.12860,0.00864,-0.08212,-0.03024,-0.41188,-0.75992,-0.20960,2.50828,0.83626,2.97226,2.82970,2.74443,2.91791,0.89786,hormat
0.19532,0.02644,-0.08640,-0.13064,0.16588,0.03648,-0.04020,0.05864,0.02072,-0.12444,-0.22692,-0.06100,-0.01820,-0.21520,-0.14756,0.01016,-0.06608,-0.02336,-0.43160,-0.76848,-0.20772,2.39572,0.98005,3.06949,2.89680,2.62892,2.86793,0.91400,hormat
0.20544,0.01092,-0.07772,-0.14868,0.18864,0.05612,-0.04620,0.06620,0.02732,-0.12544,-0.23864,-0.06168,-0.02892,-0.20572,-0.14152,0.01084,-0.06572,-0.02980,-0.41216,-0.77508,-0.23036,2.41406,0.87694,3.07964,2.85923,2.66941,2.88744,0.91580,hormat
0.18632,0.00144,-0.09660,-0.11460,0.16204,0.04600,-0.03216,0.05188,0.02704,-0.13032,-0.22264,-0.03456,-0.02292,-0.21532,-0.14060,0.01148,-0.06336,-0.03148,-0.43980,-0.72004,-0.18216,2.47988,0.88778,2.96522,2.82461,2.56687,2.92988,0.87153,hormat
0.17764,0.00040,-0.10604,-0.12972,0.18036,0.04884,-0.03520,0.05204,0.01828,-0.10444,-0.22636,-0.06620,-0.01804,-0.21620,-0.13868,0.01012,-0.06696,-0.02576,-0.41008,-0.74316,-0.18400,2.50036,0.89567,3.03594,2.81474,2.71195,2.91021,0.87676,hormat
0.10452,-0.16808,-0.02440,-0.03120,0.19160,-0.05728,-0.01772,0.04512,-0.00588,-0.10332,-0.24304,-0.02856,-0.00040,-0.19680,-0.09548,0.00144,-0.08184,-0.03144,-0.47932,-0.58992,-0.03676,2.72392,0.56674,2.72128,2.65264,2.62772,3.05353,0.76106,ketua
0.10116,-0.17592,-0.01268,-0.02296,0.20396,-0.07112,-0.03028,0.04608,0.00540,-0.10344,-0.23920,-0.05968,0.02092,-0.21936,-0.11728,0.00268,-0.05944,-0.01988,-0.45360,-0.57344,-0.10156,2.66451,0.56728,2.39125,2.65216,2.61877,2.97474,0.74714,ketua
0.12368,-0.17840,0.02692,-0.02028,0.19592,-0.10852,-0.00364,0.06852,-0.02760,-0.10832,-0.24192,-0.04432,-0.01096,-0.19812,-0.12880,0.01460,-0.06776,-0.02556,-0.51612,-0.58856,-0.06312,2.56894,0.60375,3.07791,2.72489,2.62672,2.87685,0.79352,ketua
0.10932,-0.17520,0.01712,-0.01500,0.21588,-0.09392,-0.00164,0.07528,-0.02296,-0.10840,-0.23820,-0.03296,0.00076,-0.20800,-0.12232,0.01276,-0.06288,-0.01980,-0.51352,-0.60796,-0.05748,2.62376,0.56649,3.08222,2.68493,2.58525,2.91647,0.80648,ketua
0.11696,-0.16912,0.00020,-0.02996,0.19780,-0.08100,-0.01192,0.05348,0.01352,-0.09048,-0.24200,-0.06836,0.00644,-0.19576,-0.11688,0.00480,-0.06412,-0.02468,-0.47692,-0.56784,-0.10040,2.65653,0.58025,2.52537,2.63156,2.70158,2.99557,0.75701,ketua
0.11668,-0.17244,0.01912,-0.04160,0.19792,-0.08944,-0.03816,0.05196,-0.00736,-0.10700,-0.24256,-0.04576,-0.00280,-0.20952,-0.12588,0.00604,-0.05804,-0.01664,-0.46240,-0.56480,-0.06472,2.57519,0.48905,2.58883,2.65634,2.63049,2.91816,0.74076,ketua
0.10728,-0.16944,-0.01512,-0.03344,0.19804,-0.06724,-0.00504,0.01576,0.00600,-0.09164,-0.24480,-0.05384,0.00296,-0.20148,-0.11132,0.01436,-0.05744,-0.02640,-0.48140,-0.52216,-0.08260,2.70821,0.55952,2.33266,2.55094,2.69514,2.97694,0.72320,ketua
0.11012,-0.18780,0.02880,-0.02080,0.17020,-0.13836,-0.00356,0.05996,-0.03772,-0.09804,-0.23756,-0.06036,0.00220,-0.20700,-0.12672,0.01012,-0.05932,-0.02556,-0.48840,-0.51756,-0.02156,2.51638,0.67638,3.08787,2.62681,2.66822,3.00119,0.71960,ketua
0.11188,-0.17140,0.00580,-0.02704,0.19180,-0.09972,-0.00636,0.05840,-0.01416,-0.09804,-0.23388,-0.07252,-0.00184,-0.20592,-0.12900,0.00960,-0.05784,-0.02088,-0.49988,-0.55480,-0.09860,2.67887,0.61757,2.90447,2.64839,2.70444,2.94176,0.76155,ketua
0.10480,-0.17412,0.00832,-0.02640,0.20008,-0.09164,-0.00548,0.07004,-0.02228,-0.08928,-0.23676,-0.07140,0.00008,-0.19908,-0.11476,0.00684,-0.06608,-0.03400,-0.49160,-0.57560,-0.09196,2.63152,0.55402,3.07945,2.59247,2.73815,3.07194,0.77107,ketua
0.09816,-0.16636,-0.01940,-0.02408,0.19384,-0.06888,-0.02388,0.06280,-0.00400,-0.07968,-0.23572,-0.05852,0.00692,-0.19880,-0.11256,0.00988,-0.07468,-0.03332,-0.45496,-0.58176,-0.08140,2.70541,0.60042,2.74151,2.52151,2.71632,3.05005,0.75119,ketua
0.10224,-0.18276,0.00664,-0.01864,0.21224,-0.09288,-0.00020,0.04328,-0.01000,-0.09904,-0.22992,-0.07312,0.00628,-0.20816,-0.11420,0.00776,-0.06196,-0.02988,-0.51600,-0.54304,-0.11472,2.63727,0.55955,2.42320,2.62618,2.69885,3.08994,0.76792,ketua
0.11548,-0.17312,-0.02340,-0.02472,0.19856,-0.07136,-0.02412,0.03716,0.00480,-0.09936,-0.24764,-0.05820,0.00344,-0.21132,-0.12272,0.00340,-0.06944,-0.02204,-0.48520,-0.59628,-0.10848,2.76784,0.64560,2.38610,2.69247,2.65936,2.92027,0.77676,ketua
0.10596,-0.16528,-0.02376,-0.00760,0.19360,-0.06904,-0.02672,0.02496,0.01480,-0.08820,-0.24268,-0.05556,0.01964,-0.21656,-0.11000,0.00468,-0.05884,-0.01784,-0.47228,-0.55464,-0.08980,2.75056,0.69282,1.98495,2.58968,2.67020,2.99155,0.74211,ketua
0.09532,-0.17576,-0.00516,-0.01616,0.19800,-0.08392,-0.00336,0.06780,-0.01788,-0.10684,-0.23664,-0.07284,0.02068,-0.20968,-0.11328,0.00472,-0.05696,-0.02432,-0.48588,-0.56652,-0.08788,2.62603,0.59046,3.03421,2.65465,2.62769,3.03644,0.76058,ketua
0.09820,-0.18104,-0.00616,-0.02396,0.21356,-0.07468,-0.02676,0.04712,0.00584,-0.11412,-0.23912,-0.05632,-0.01328,-0.20656,-0.12984,0.00900,-0.05432,-0.01896,-0.48124,-0.55968,-0.09500,2.60746,0.52779,2.39016,2.70523,2.65952,2.91222,0.75282,ketua
0.09680,-0.17632,-0.00372,-0.01540,0.20632,-0.08416,-0.00572,0.06420,-0.01336,-0.09352,-0.23096,-0.07028,-0.00136,-0.20856,-0.11920,0.00988,-0.06304,-0.01984,-0.49856,-0.57604,-0.08756,2.62647,0.58299,2.81298,2.60551,2.72960,2.93871,0.77547,ketua
0.10408,-0.17644,-0.03180,-0.01800,0.22388,-0.03300,-0.04336,0.06088,-0.00044,-0.10904,-0.24564,-0.03872,-0.00760,-0.19716,-0.11812,0.00152,-0.07024,-0.04280,-0.50428,-0.63432,-0.14884,2.67924,0.54645,2.54978,2.71148,2.60903,3.01543,0.82480,ketua
0.10864,-0.17284,-0.01440,-0.02144,0.21824,-0.05732,-0.03124,0.05064,0.00260,-0.08736,-0.25112,-0.03688,-0.01244,-0.19012,-0.10148,0.00068,-0.06780,-0.04924,-0.49848,-0.60036,-0.08972,2.67538,0.55656,2.48996,2.59995,2.72043,2.99708,0.79432,ketua
0.10240,-0.18436,-0.00388,-0.03932,0.22308,-0.06536,-0.00984,0.07764,-0.01340,-0.09920,-0.25464,-0.03284,-0.00532,-0.18692,-0.10420,0.00348,-0.06376,-0.04880,-0.48200,-0.61012,-0.07000,2.59401,0.44334,3.07914,2.63146,2.65047,2.98938,0.78884,ketua
0.07164,-0.18304,-0.03156,-0.00080,-0.00572,-0.26948,-0.00024,-0.00264,-0.07960,-0.09008,-0.23388,-0.06988,0.00480,-0.17756,-0.12696,0.01844,-0.06628,-0.03824,-0.45468,-0.28460,0.10688,2.57893,1.75219,2.88197,2.67365,2.66203,2.96189,0.55377,wadah
0.05348,-0.23700,-0.12312,-0.00468,0.05984,-0.24068,0.00348,0.00548,-0.00472,-0.10140,-0.24248,-0.06964,0.00140,-0.19024,-0.13564,0.01776,-0.06160,-0.03232,-0.44692,-0.31556,0.10328,2.42537,1.80362,1.32044,2.69021,2.64695,2.92690,0.56319,wadah
0.07740,-0.23588,-0.12844,-0.02396,0.07648,-0.23708,0.00516,0.00552,0.00428,-0.10232,-0.23444,-0.06708,-0.00896,-0.19248,-0.13576,0.01752,-0.06816,-0.03552,-0.45908,-0.33572,0.09152,2.50938,1.74918,1.05382,2.71845,2.67130,2.90673,0.58266,wadah
0.07792,-0.20144,-0.02200,0.00300,0.00876,-0.27460,0.00940,0.00460,-0.04556,-0.10920,-0.23296,-0.07048,-0.00380,-0.18308,-0.13940,0.01804,-0.06892,-0.03744,-0.48220,-0.29100,0.06032,2.57161,1.61921,2.40313,2.76303,2.62559,2.91043,0.57334,wadah
0.07668,-0.17856,0.01884,-0.01812,-0.02372,-0.28164,0.00484,0.00104,-0.08408,-0.10288,-0.24148,-0.07156,0.00496,-0.18004,-0.13844,0.00996,-0.05548,-0.03544,-0.45664,-0.26212,0.05536,2.60215,1.56442,3.02724,2.71336,2.61443,3.03644,0.53603,wadah
0.09056,-0.14080,0.08268,0.01464,-0.03736,-0.15080,0.00948,0.00224,-0.05924,-0.10048,-0.23504,-0.07168,-0.00140,-0.19676,-0.14096,0.01612,-0.06372,-0.03292,-0.51588,-0.30832,-0.15592,2.36669,1.61069,2.86092,2.71110,2.66052,2.93133,0.68994,wadah
0.11428,-0.18224,-0.00472,-0.04676,-0.00840,-0.23824,-0.00952,-0.00108,-0.07684,-0.11216,-0.23960,-0.05528,-0.00840,-0.19648,-0.13640,0.01364,-0.06256,-0.03288,-0.44924,-0.30276,0.09080,2.66360,1.52471,2.71559,2.78829,2.61911,2.93221,0.55616,wadah
0.08204,-0.24632,-0.10480,-0.03336,0.06112,-0.23004,0.00960,0.00860,0.00060,-0.10424,-0.23408,-0.05416,-0.00312,-0.18388,-0.14216,0.01476,-0.05524,-0.03936,-0.44756,-0.29424,0.07564,2.58101,1.68634,1.73705,2.74874,2.58333,2.97433,0.54757,wadah
0.10844,-0.18496,0.03584,-0.03712,-0.04124,-0.29840,0.01004,0.01148,-0.04440,-0.10400,-0.25136,-0.06288,-0.00524,-0.19388,-0.12852,0.01136,-0.06380,-0.03148,-0.46468,-0.28596,0.08248,2.62320,1.49628,2.76017,2.69586,2.66775,2.97770,0.55821,wadah
0.08324,-0.19332,0.00592,-0.02312,0.00788,-0.28920,0.00208,0.01240,-0.05616,-0.09684,-0.24096,-0.07188,0.00436,-0.17952,-0.12508,0.01796,-0.06812,-0.03672,-0.43184,-0.30356,0.08860,2.56756,1.49753,2.79077,2.70218,2.65961,2.95863,0.54217,wadah
0.06456,-0.21768,-0.06716,-0.00264,0.01884,-0.26764,0.00356,0.00656,-0.00696,-0.11160,-0.24552,-0.04432,-0.00996,-0.18892,-0.13112,0.01248,-0.07064,-0.03640,-0.45716,-0.30652,0.12088,2.59401,1.77541,2.21617,2.74453,2.59803,2.95087,0.56960,wadah
0.09740,-0.17040,-0.00216,-0.03688,-0.02256,-0.27612,-0.01624,-0.00312,-0.08764,-0.10620,-0.23276,-0.06628,-0.00020,-0.18004,-0.14124,0.01256,-0.06352,-0.03880,-0.44200,-0.26264,0.09384,2.73837,1.62232,3.05966,2.73070,2.60055,2.98313,0.52890,wadah
0.08104,-0.22440,-0.08200,0.05452,0.00860,0.11272,0.02404,0.00188,0.06544,-0.09564,-0.24044,-0.06604,-0.00380,-0.19360,-0.13072,0.01560,-0.06736,-0.03492,-0.55600,-0.28160,-0.35752,2.53281,1.53979,2.71795,2.68154,2.68330,2.94986,0.78098,wadah
