0.53145,0.46014,0.48290,0.44100,0.51126,0.46040,0.48033,0.50375,0.48806,0.46670,0.43859,0.49268,0.49265,0.45006,0.46863,0.50167,0.48342,0.49091,0.43526,0.39809,0.52652,0.95286,0.36129,0.98559,0.88332,0.82238,0.92983,0.14275,hamba
0.53425,0.46038,0.48723,0.43863,0.50690,0.47124,0.48696,0.50060,0.49492,0.47309,0.43898,0.49072,0.49299,0.45267,0.46886,0.50308,0.48304,0.49192,0.43364,0.40967,0.50282,0.95227,0.33496,0.95966,0.87059,0.84427,0.91815,0.13153,hamba
0.53034,0.46032,0.48139,0.44995,0.51835,0.46425,0.48741,0.50265,0.49523,0.47356,0.44019,0.49134,0.49400,0.45159,0.46952,0.50324,0.48308,0.49252,0.42585,0.39541,0.51878,0.94177,0.36502,0.91338,0.86976,0.84349,0.92004,0.15148,hamba
0.53261,0.46033,0.48254,0.44666,0.51401,0.47186,0.48026,0.49925,0.49059,0.47244,0.43939,0.49251,0.49041,0.45443,0.47200,0.50159,0.48175,0.49084,0.42726,0.40349,0.51506,0.94121,0.34386,0.87861,0.86824,0.85296,0.92987,0.14550,hamba
0.53217,0.45598,0.49134,0.43628,0.51296,0.46804,0.47278,0.50023,0.48997,0.47516,0.44035,0.48803,0.49339,0.45270,0.47016,0.49908,0.48203,0.48904,0.44654,0.40831,0.50209,0.91304,0.31973,0.93179,0.85847,0.86311,0.97948,0.12466,hamba
0.53465,0.45508,0.49283,0.43935,0.50978,0.45963,0.47718,0.49959,0.49881,0.47375,0.43951,0.49190,0.49139,0.45264,0.47071,0.50120,0.48254,0.49196,0.43878,0.41014,0.51059,0.90783,0.33811,0.83360,0.86777,0.85302,0.93776,0.12825,hamba
0.53408,0.45928,0.48862,0.45128,0.51797,0.46806,0.48390,0.50731,0.49679,0.47449,0.44104,0.48891,0.49294,0.45022,0.46769,0.50265,0.48427,0.49309,0.42195,0.39263,0.50120,0.93617,0.30947,0.89430,0.86739,0.85483,0.92016,0.15544,hamba
0.53535,0.45444,0.49368,0.44837,0.52114,0.46443,0.47946,0.50142,0.49444,0.47338,0.44233,0.48344,0.49170,0.45259,0.46637,0.50251,0.48267,0.49234,0.42912,0.40348,0.49043,0.91191,0.29339,0.84533,0.88608,0.86907,0.91076,0.14193,hamba
0.53770,0.45614,0.48829,0.44403,0.51109,0.46339,0.48317,0.50246,0.49173,0.46888,0.44275,0.48832,0.48798,0.45432,0.46966,0.50093,0.48232,0.49016,0.41959,0.41113,0.51105,0.91850,0.33874,0.92558,0.89439,0.86064,0.92823,0.14360,hamba
0.53098,0.46004,0.48361,0.44291,0.52212,0.46492,0.47077,0.49830,0.47939,0.47326,0.44065,0.48962,0.48959,0.45282,0.46986,0.50218,0.48303,0.49175,0.43929,0.39849,0.52911,0.93753,0.33134,0.87926,0.86361,0.86314,0.91666,0.14232,hamba
0.53415,0.45916,0.48795,0.44603,0.52090,0.45600,0.48659,0.50254,0.49912,0.47426,0.43967,0.48478,0.49064,0.45058,0.46997,0.50131,0.48411,0.49212,0.42437,0.39478,0.50881,0.94053,0.33308,0.82012,0.87586,0.88626,0.93923,0.15198,hamba
0.53506,0.45985,0.49008,0.44344,0.51273,0.45537,0.45995,0.50476,0.47334,0.47350,0.43982,0.48426,0.49442,0.45089,0.46901,0.50305,0.48370,0.49295,0.45855,0.40097,0.53262,0.92837,0.34434,0.96409,0.87845,0.86813,0.92263,0.13112,hamba
0.53184,0.45638,0.49075,0.44101,0.52765,0.46469,0.47402,0.49780,0.48906,0.46758,0.43695,0.48878,0.49326,0.45208,0.46651,0.49887,0.48327,0.49038,0.43981,0.39328,0.50290,0.91282,0.26245,0.83802,0.87897,0.82692,0.96308,0.14189,hamba
0.53538,0.45597,0.49113,0.44084,0.51438,0.46396,0.47057,0.50468,0.49392,0.47274,0.43993,0.48730,0.49180,0.44975,0.46704,0.50079,0.48227,0.49030,0.44179,0.39858,0.50050,0.91011,0.30168,0.87159,0.87411,0.85512,0.93868,0.13625,hamba
0.53214,0.45603,0.49312,0.44014,0.52821,0.46637,0.47462,0.49863,0.48693,0.46964,0.44092,0.49153,0.49206,0.45387,0.46992,0.50067,0.48438,0.48974,0.43888,0.40232,0.51037,0.91043,0.26335,0.84852,0.87275,0.83695,0.94894,0.13603,hamba
0.53607,0.45905,0.48993,0.43535,0.51101,0.46707,0.47771,0.49331,0.48769,0.47277,0.43811,0.48906,0.49425,0.45190,0.46908,0.49880,0.48292,0.49136,0.44052,0.41255,0.51157,0.93746,0.31308,0.86725,0.86518,0.84832,0.97280,0.12481,hamba
0.53068,0.45786,0.48958,0.43530,0.50973,0.47207,0.47816,0.49851,0.49801,0.47795,0.43724,0.48879,0.49723,0.45086,0.47405,0.49848,0.48570,0.48928,0.44703,0.41115,0.49403,0.91459,0.33193,0.88463,0.83461,0.87158,0.94256,0.12187,hamba
0.53555,0.45765,0.48785,0.44149,0.51029,0.46486,0.48133,0.50425,0.49039,0.47335,0.44056,0.48710,0.49483,0.45032,0.46915,0.49691,0.48547,0.49136,0.42796,0.40570,0.50664,0.93805,0.34121,0.98546,0.87646,0.85704,0.95688,0.13980,hamba
0.53073,0.46094,0.48760,0.44603,0.51354,0.46149,0.46386,0.50291,0.47957,0.48064,0.43816,0.48912,0.50349,0.45311,0.47296,0.50166,0.48447,0.49195,0.46366,0.40127,0.53237,0.93426,0.35451,0.93616,0.82561,0.84508,0.97586,0.12984,hamba
0.52905,0.45698,0.48505,0.43688,0.51737,0.47049,0.47591,0.50113,0.49340,0.47432,0.43633,0.49065,0.50006,0.45352,0.47445,0.49946,0.48523,0.49014,0.45480,0.40472,0.51038,0.92532,0.33327,0.91424,0.85217,0.84083,0.96230,0.12423,hamba
0.52753,0.46068,0.48071,0.43945,0.52040,0.47734,0.47511,0.51028,0.49015,0.48943,0.43619,0.48156,0.50204,0.45308,0.47869,0.50025,0.48558,0.49339,0.47081,0.38592,0.51574,0.92501,0.32636,0.98949,0.77857,0.92784,0.97738,0.13901,hamba
0.52392,0.45843,0.47586,0.43947,0.52165,0.47749,0.47938,0.51250,0.49746,0.48851,0.43642,0.48260,0.50276,0.45115,0.47787,0.50077,0.48656,0.49341,0.47004,0.38119,0.50987,0.87237,0.35571,0.92382,0.79264,0.91870,0.97818,0.14365,hamba
0.52422,0.45871,0.47686,0.43957,0.52316,0.47863,0.47895,0.51284,0.49747,0.48867,0.43624,0.48239,0.50146,0.45299,0.47872,0.49972,0.48643,0.49449,0.46862,0.38162,0.51131,0.89129,0.34188,0.93070,0.78657,0.92570,0.96949,0.14372,hamba
0.52316,0.45771,0.47597,0.43939,0.52299,0.47869,0.47929,0.51269,0.49759,0.48849,0.43590,0.48277,0.50217,0.45183,0.47840,0.49973,0.48738,0.49398,0.46960,0.38162,0.51050,0.87334,0.35070,0.92963,0.78772,0.92144,0.96288,0.14335,hamba
